Hospital_Name,Location,Location_Coordinates,State,District,Discipline_Systems_of_Medicine,Lat,Lon
CGHS Dispensary No.4,"Itwari, Ganga Bhavan, Tel.
Exchange Square","21.1538784, 79.1111018",Maharashtra,Nagpur,Allopathic,21.1538784,79.1111018
Aditya Birla Memorial Hospital,"Aditya Birla Hospital Marg, Chinchwad, Pune, Maharashtra.","18.615727, 73.7656094",Maharashtra,Pune,Allopathic,18.615727,73.7656094
"Columbia Asia Hospital, Pune","22/2A, Near Nyati Empire, 
Kharadi Bypass Road, Kharadi, 
Pune, Maharashtra.","18.5492705, 73.9368257",Maharashtra,Pune,Allopathic,18.5492705,73.9368257
Sahyadri Hospital,"30C, Erandawane, Karve Road, Deccan Gymkhana, Pune, Maharashtra.","18.5076495, 73.8295031",Maharashtra,Pune,Allopathic,18.5076495,73.8295031
CIMETs Inamdar Multispeciality Hospital,"Hospital Building S.No 15, Fatima Nagar, Pune, Maharashtra.","18.5042104, 73.9014439",Maharashtra,Pune,Allopathic,18.5042104,73.9014439
Jehangir Hospital,"32, Sassoon Road, Pune, Maharashtra.","18.5302599, 73.876847",Maharashtra,Pune,Allopathic,18.5302599,73.876847
Sancheti Institute for Orthopedic and Rehabilitation,"16, Shivaji Nagar, Pune, Maharashtra, Phone-","18.5297988, 73.8386901",Maharashtra,Pune,Allopathic,18.5297988,73.8386901
Inlaks Budhrani Hospital,"7 - 9, Koregaon Park, Pune.","18.534261, 73.88542",Maharashtra,Pune,"Allopathic, Ayush/ Ayurveda/ Homeopathy",18.534261,73.88542
Kem Hospital,"489 Rasta Peth, Sardar Moodliar Road, Pune, Maharashtra.","18.519888, 73.867026",Maharashtra,Pune,Allopathic,18.519888,73.867026
Ruby Hall Clinic,"40 Sassoon Road, Pune, Maharashtra.","18.5276554, 73.8748181",Maharashtra,Pune,Allopathic,18.5276554,73.8748181
Chaitanya Stem Cell Center,"Rahi Sakha Apt., S.No.133, Pune - Sinhagad Road, Parvati, Pune.","18.5204303, 73.8567437",Maharashtra,Pune,Allopathic,18.5204303,73.8567437
Deenanath mangeshkar Hospital,"Erandawne, Pune, Maharashtra.","18.5085936, 73.831721",Maharashtra,Pune,Allopathic,18.5085936,73.831721
N.M.Wadia Institute Of Cardiology,"32, Sassoon Road, Pune, Maharashtra.","18.5302599, 73.876847",Maharashtra,Pune,Allopathic,18.5302599,73.876847
Sai Sneh Hospital,"Pune-Satara highway, Opposite PMT Bus depot, Katraj, Pune, Maharashtra.","18.4988776, 73.8572059",Maharashtra,Pune,Allopathic,18.4988776,73.8572059
Vora Multispeciality Dental Clinic And Implant Centre,"Flat No 5 567/4a Shivam Apartment Vastu Nagar Society, Bibvewadi Kondhwa Road, Bibvewadi, Pune, Maharashtra.","18.4609513, 73.8693561",Maharashtra,Pune,Allopathic,18.4609513,73.8693561
Niramaya Hospital,"Survey No.4742, Behind Jai Hind Petrol Pump, Next to Chinchwad (E) Post Office, Chinchwad, Pune, Maharashtra.","18.6297811, 73.7997094",Maharashtra,Pune,Allopathic,18.6297811,73.7997094
B.J.Medical College and Sassoon Hospital,"Near Pune Railway Station, Pune, Maharashtra.","18.527306, 73.873153",Maharashtra,Pune,Allopathic,18.527306,73.873153
Sai Shree Hospital,"251/252, Opposite Telephone Exchange, Near Parihar Chowk, Aundh, Pune, Maharashtra.","18.558007, 73.8075201",Maharashtra,Pune,Allopathic,18.558007,73.8075201
Chavan hospital,"54, Stadium Road, Vastu Udyog - Ajmera Corner, Pimpri, Pune, Maharashtra.","18.6297811, 73.7997094",Maharashtra,Pune,Allopathic,18.6297811,73.7997094
CGHS Dispensary No.4,"23, Mangalwar Peth","18.5240566, 73.8646945",Maharashtra,Pune,Allopathic,18.5240566,73.8646945
CGHS Dispensary No.5,"Armament Colony, Banashwada Road","18.5504471, 73.820586",Maharashtra,Pune,Allopathic,18.5504471,73.820586
CGHS Dispensary No.7,"Swasthya Sadan, Mukund Nagar","18.4957425, 73.8611312",Maharashtra,Pune,Allopathic,18.4957425,73.8611312
CGHS Polyclinic,"Swasthya Sadan, Mukund Nagar","18.4957425, 73.8611312",Maharashtra,Pune,Allopathic,18.4957425,73.8611312
Sancheti Institute For Orthopaedics and Rehabilitation,"11/12 Thube Park, 16, Shivaji Nagar","18.5304995, 73.8520486",Maharashtra,Pune,Allopathic,18.5304995,73.8520486
